27,8,0
200.74,200.14,209.27
401.82,400.5,195.38
211.74,208.83,210.76
213.86,205.28,335.69
215.98,201.72,460.63
212.54,333.78,214.3
214.66,330.22,339.24
216.78,326.67,464.17
213.33,458.72,217.85
215.46,455.17,342.78
217.58,451.61,467.72
336.72,208.09,208.62
338.84,204.54,333.55
340.96,200.98,458.49
337.52,333.04,212.16
339.64,329.48,337.1
341.76,325.93,462.03
338.31,457.98,215.71
340.43,454.43,340.64
342.56,450.88,465.58
461.7,207.36,206.48
463.82,203.8,331.41
465.94,200.25,456.35
462.49,332.3,210.02
464.61,328.75,334.96
466.74,325.19,459.89
463.29,457.25,213.57
465.41,453.69,338.5
467.53,450.14,463.43
209.94,210.52,451.82
206.99,209.43,576.78
204.04,208.34,701.74
209.19,335.51,452.9
206.24,334.42,577.86
203.29,333.33,702.82
208.44,460.5,453.97
205.49,459.41,578.93
202.54,458.32,703.89
334.9,211.24,454.78
331.95,210.15,579.74
329,209.06,704.7
334.15,336.23,455.85
331.2,335.15,580.81
328.25,334.06,705.77
333.4,461.23,456.92
330.45,460.14,581.88
327.5,459.05,706.84
459.87,211.97,457.73
456.91,210.88,582.69
453.96,209.79,707.65
459.12,336.96,458.8
456.17,335.87,583.76
453.21,334.78,708.72
458.37,461.95,459.88
455.42,460.87,584.84
452.46,459.78,709.8
209.91,448.9,211.16
212.98,445.43,336.08
216.05,441.95,461
211.42,573.85,214.61
214.49,570.37,339.52
217.57,566.89,464.44
212.94,698.79,218.05
216.01,695.31,342.96
219.08,691.84,467.88
334.86,447.48,208.05
337.93,444,332.97
341,440.52,457.88
336.38,572.42,211.49
339.45,568.94,336.41
342.52,565.47,461.33
337.89,697.36,214.93
340.96,693.89,339.85
344.03,690.41,464.77
459.81,446.05,204.94
462.88,442.57,329.86
465.95,439.09,454.77
461.33,570.99,208.38
464.4,567.52,333.3
467.47,564.04,458.21
462.85,695.94,211.82
465.92,692.46,336.74
468.99,688.98,461.65
210.09,448.14,450.5
212.25,448.15,575.48
214.4,448.17,700.46
213.04,573.11,450.44
215.19,573.12,575.42
217.35,573.14,700.39
215.98,698.08,450.37
218.13,698.09,575.35
220.29,698.11,700.33
335.04,445.2,448.34
337.19,445.21,573.32
339.35,445.23,698.3
337.98,570.17,448.28
340.14,570.18,573.26
342.29,570.2,698.24
340.93,695.14,448.21
343.08,695.15,573.19
345.24,695.17,698.17
459.99,442.26,446.18
462.14,442.27,571.16
464.3,442.29,696.14
462.93,567.23,446.12
465.09,567.24,571.1
467.24,567.26,696.08
465.87,692.2,446.06
468.03,692.21,571.04
470.18,692.23,696.02
448.48,208.82,211.26
445.26,210.97,336.2
442.05,213.12,461.14
448.11,333.8,209.1
444.89,335.95,334.04
441.68,338.1,458.98
447.74,458.78,206.95
444.52,460.93,331.88
441.31,463.08,456.82
573.44,209.25,214.47
570.22,211.4,339.41
567,213.54,464.35
573.07,334.23,212.31
569.85,336.38,337.25
566.63,338.52,462.19
572.7,459.21,210.16
569.48,461.36,335.09
566.26,463.51,460.03
698.39,209.67,217.68
695.18,211.82,342.62
691.96,213.97,467.56
698.02,334.66,215.52
694.81,336.8,340.46
691.59,338.95,465.4
697.66,459.64,213.36
694.44,461.78,338.3
691.22,463.93,463.24
449.29,208.52,450.05
451.38,210.24,575.03
453.46,211.95,700
446.75,333.48,448.37
448.84,335.2,573.34
450.93,336.92,698.32
444.22,458.44,446.69
446.3,460.16,571.66
448.39,461.88,696.63
574.24,211.03,447.93
576.33,212.75,572.9
578.42,214.47,697.88
571.71,335.99,446.25
573.8,337.71,571.22
575.89,339.43,696.19
569.17,460.96,444.57
571.26,462.67,569.54
573.35,464.39,694.51
699.2,213.54,445.81
701.29,215.26,570.78
703.38,216.98,695.75
696.66,338.51,444.13
698.75,340.22,569.1
700.84,341.94,694.07
694.13,463.47,442.45
696.22,465.18,567.42
698.31,466.9,692.39
449.36,450.84,209.02
449.06,454.41,333.97
448.77,457.97,458.92
447.62,575.78,205.45
447.33,579.34,330.4
447.03,582.91,455.35
445.88,700.71,201.88
445.59,704.28,326.83
445.3,707.85,451.78
574.34,452.59,209.26
574.05,456.15,334.21
573.76,459.72,459.16
572.61,577.52,205.69
572.31,581.09,330.64
572.02,584.66,455.59
570.87,702.46,202.12
570.58,706.03,327.07
570.28,709.6,452.02
699.33,454.33,209.5
699.04,457.9,334.45
698.75,461.47,459.4
697.59,579.27,205.93
697.3,582.84,330.88
697.01,586.41,455.83
695.86,704.21,202.36
695.56,707.78,327.31
695.27,711.34,452.26
451.47,448.45,450.37
449.94,445.27,575.32
448.41,442.09,700.27
450.97,573.41,453.54
449.44,570.23,578.49
447.91,567.05,703.44
450.47,698.37,456.71
448.94,695.19,581.66
447.41,692.01,706.61
576.46,448.91,451.91
574.93,445.73,576.86
573.41,442.55,701.8
575.96,573.87,455.08
574.43,570.69,580.03
572.91,567.51,704.97
575.46,698.83,458.25
573.93,695.65,583.2
572.41,692.47,708.14
701.45,449.37,453.44
699.92,446.19,578.39
698.4,443.01,703.34
700.95,574.33,456.61
699.42,571.15,581.56
697.9,567.97,706.51
700.45,699.29,459.79
698.92,696.11,584.73
697.4,692.93,709.68
