-6.8586,4.1075,41.62,-6.8624,4.1069,41.62,0.0037952
20.783,14.199,50.313,20.772,14.192,50.311,0.01328
27.71,-3.5311,17.234,27.707,-3.5281,17.233,0.0041982
0.40672,-10.202,-29.401,0.40969,-10.202,-29.403,0.0036811
-11.45,6.2745,7.1278,-11.458,6.2799,7.1283,0.0094081
-30.917,-22.717,-9.9576,-30.917,-22.717,-9.9581,0.00079691
13.738,23.349,-16.42,13.734,23.355,-16.421,0.0068445
20.498,3.4989,-26.518,20.491,3.4953,-26.522,0.00861
19.449,16.299,49.483,19.439,16.292,49.482,0.01318
-34.712,-11.117,-7.9025,-34.713,-11.118,-7.9009,0.0018104
6.2103,18.607,-4.7511,6.2028,18.609,-4.7555,0.0087872
-5.2721,-1.7307,51.581,-5.2746,-1.7322,51.581,0.0029394
15.432,-4.691,53.616,15.432,-4.6929,53.617,0.0020674
35.548,-4.0713,-15.426,35.55,-4.072,-15.426,0.0015998
19.201,20.419,-28.55,19.198,20.416,-28.545,0.0072924
38.019,-0.54938,-12.127,38.021,-0.55056,-12.128,0.0024356
-1.3639,-16.693,-36.129,-1.3657,-16.692,-36.128,0.0021734
-36.283,-3.9248,-42.132,-36.283,-3.9251,-42.131,0.0012454
-26.903,10.946,-29.234,-26.902,10.943,-29.233,0.0030565
10.46,-7.8704,19.041,10.46,-7.8699,19.041,0.00049932
31.39,18.579,-16.432,31.386,18.576,-16.432,0.0045776
17.767,-17.301,-11.309,17.768,-17.297,-11.307,0.0045141
21.482,23.75,11.748,21.477,23.739,11.746,0.012238
-11.59,5.9382,16.22,-11.595,5.9389,16.221,0.0048651
19.439,-6.7008,-23.738,19.439,-6.7007,-23.739,0.0011033
35.578,-3.7497,-17.087,35.576,-3.7488,-17.086,0.002465
8.1872,-15.072,-17.008,8.1848,-15.067,-17.006,0.0059665
0.73275,20.147,7.087,0.72831,20.152,7.0842,0.0067105
39.38,2.4308,4.6031,39.374,2.4323,4.6029,0.0060522
14.142,21.97,41.183,14.137,21.959,41.182,0.012005
9.0956,-11.502,-20.788,9.0941,-11.498,-20.785,0.0050082
39,8.6806,-5.6165,38.993,8.6782,-5.6153,0.0068253
-38.714,-4.9948,-39.783,-38.717,-4.9939,-39.785,0.0040533
27.716,21.3,-20.463,27.716,21.3,-20.463,0.00038929
-8.3261,4.907,-35.682,-8.3298,4.9034,-35.68,0.0055925
-2.866,-2.0118,63.438,-2.866,-2.012,63.429,0.0092534
20.869,12.561,56.103,20.86,12.558,56.103,0.01003
-4.929,17.439,11.159,-4.9377,17.445,11.151,0.013972
-29.454,-8.126,-47.522,-29.456,-8.1244,-47.529,0.0072499
17.535,17.831,53.053,17.523,17.818,53.051,0.017217
-26.873,4.6261,-41.643,-26.874,4.6301,-41.648,0.0060318
-10.774,-10.473,-47.079,-10.776,-10.473,-47.075,0.0050625
-6.1174,3.128,62.285,-6.1289,3.1236,62.286,0.01233
-40.953,-11.134,-15.23,-40.953,-11.134,-15.23,0.00015188
16.006,-17.221,-10.417,16.004,-17.232,-10.42,0.011311
-1.6921,3.1563,-24.483,-1.6933,3.1549,-24.48,0.0034157
20.996,-5.9714,19.298,20.996,-5.9724,19.298,0.00098376
27.251,3.3109,26.561,27.247,3.3113,26.56,0.0041908
35.758,-3.4613,-14.549,35.754,-3.4594,-14.55,0.0049898
12.744,-16.151,-1.8068,12.745,-16.149,-1.8075,0.0023194
17.253,11.509,63.204,17.252,11.51,63.19,0.013492
13.509,-9.6504,11.033,13.507,-9.6459,11.031,0.0051757
-25.875,-18.674,-46.923,-25.875,-18.674,-46.921,0.0024509
25.408,4.2878,-29.922,25.408,4.2867,-29.925,0.0040821
7.4519,-7.062,29.461,7.4526,-7.0664,29.462,0.0044311
0.1609,19.149,6.599,0.14988,19.158,6.5923,0.015724
22.231,-2.5295,33.254,22.222,-2.5209,33.251,0.01304
29.309,-8.1879,4.2317,29.309,-8.1898,4.232,0.0020039
-28.804,-11.356,-47.674,-28.804,-11.356,-47.674,0.00052259
27.456,-2.4695,19.614,27.45,-2.4651,19.61,0.0085098
-13.464,-14.323,-47.571,-13.461,-14.324,-47.576,0.0065442
-36.715,-21.905,-37.601,-36.714,-21.904,-37.6,0.0013326
1.7815,23.008,11.819,1.7793,23.011,11.818,0.0039243
-9.278,-29.313,-24.99,-9.2829,-29.307,-24.991,0.0080362
-8.3793,4.1488,28.413,-8.3835,4.1478,28.414,0.0045428
22.938,-13.861,-4.5085,22.939,-13.864,-4.5062,0.0040608
-6.6404,9.0565,-3.1393,-6.6413,9.0579,-3.1395,0.001684
34.24,16.427,-8.8213,34.238,16.426,-8.8215,0.0020595
-28.862,1.1849,-12.784,-28.862,1.1856,-12.782,0.0017403
7.9622,23.228,26.011,7.9623,23.224,26.011,0.0037804
-13.975,-31.003,-31.45,-13.977,-30.997,-31.449,0.0072793
26.32,6.7008,30.443,26.304,6.6995,30.439,0.016413
-15.665,11.547,-23.953,-15.664,11.554,-23.951,0.0067717
19.388,-0.69895,56.765,19.384,-0.69489,56.764,0.0061975
-27.993,6.556,-38.894,-27.995,6.5632,-38.899,0.0091968
