27,125,0
193.34,204.77,190.15
0,0,0
98.066,99.944,100.55
100.35,98.469,225.52
102.64,96.995,350.49
95.776,224.91,102.07
98.062,223.44,227.04
100.35,221.96,352.01
93.485,349.88,103.59
95.772,348.41,228.55
98.059,346.93,353.52
223.02,102.26,98.29
225.31,100.79,223.26
227.6,99.312,348.23
220.73,227.23,99.807
223.02,225.76,224.78
225.31,224.28,349.74
218.44,352.2,101.32
220.73,350.72,226.29
223.02,349.25,351.26
347.98,104.58,96.029
350.27,103.1,221
352.55,101.63,345.97
345.69,229.55,97.546
347.98,228.07,222.51
350.26,226.6,347.48
343.4,354.52,99.063
345.69,353.04,224.03
347.97,351.57,349
101.27,100.35,225.39
102.1,101.52,350.39
102.94,102.7,475.38
103.09,225.33,224.2
103.93,226.51,349.19
104.77,227.68,474.19
104.92,350.31,223.01
105.76,351.49,348
106.59,352.67,472.99
226.25,98.507,224.58
227.09,99.685,349.57
227.92,100.86,474.56
228.08,223.49,223.39
228.91,224.67,348.38
229.75,225.85,473.37
229.91,348.47,222.2
230.74,349.65,347.19
231.58,350.83,472.18
351.24,96.668,223.76
352.07,97.847,348.76
352.91,99.025,473.75
353.06,221.65,222.57
353.9,222.83,347.57
354.73,224.01,472.56
354.89,346.63,221.38
355.73,347.81,346.37
356.56,348.99,471.37
99.984,98.177,349.37
99.858,99.045,474.37
99.733,99.913,599.36
97.331,223.15,348.5
97.206,224.02,473.5
97.08,224.88,598.49
94.679,348.12,347.63
94.553,348.99,472.63
94.427,349.86,597.62
224.96,100.83,349.48
224.83,101.7,474.47
224.71,102.57,599.47
222.31,225.8,348.61
222.18,226.67,473.6
222.05,227.54,598.6
219.65,350.77,347.74
219.53,351.64,472.73
219.4,352.51,597.73
349.93,103.48,349.59
349.81,104.35,474.58
349.68,105.22,599.57
347.28,228.45,348.72
347.15,229.32,473.71
347.03,230.19,598.71
344.63,353.43,347.85
344.5,354.29,472.84
344.38,355.16,597.84
98.391,98.389,475.99
99.622,95.797,600.96
100.85,93.206,725.93
98.005,223.36,478.59
99.236,220.77,603.56
100.47,218.18,728.52
97.62,348.33,481.18
98.851,345.74,606.15
100.08,343.15,731.12
223.39,98.799,474.76
224.62,96.207,599.73
225.85,93.616,724.7
223,223.77,477.36
224.23,221.18,602.33
225.46,218.59,727.3
222.61,348.74,479.96
223.85,346.15,604.93
225.08,343.56,729.9
348.38,99.209,473.54
349.61,96.617,598.51
350.84,94.026,723.47
348,224.18,476.13
349.23,221.59,601.1
350.46,219,726.07
347.61,349.15,478.73
348.84,346.56,603.7
350.07,343.97,728.67
101.1,98.127,598.67
103.48,95.218,723.61
105.86,92.309,848.56
99.5,223.08,601.6
101.88,220.17,726.55
104.26,217.27,851.5
97.897,348.04,604.54
100.27,345.13,729.49
102.65,342.22,854.43
226.07,99.788,596.33
228.45,96.879,721.27
230.83,93.97,846.22
224.47,224.74,599.26
226.84,221.83,724.21
229.22,218.93,849.16
222.86,349.7,602.2
225.24,346.79,727.15
227.62,343.88,852.09
351.04,101.45,593.99
353.42,98.539,718.93
355.79,95.63,843.88
349.43,226.4,596.92
351.81,223.5,721.87
354.19,220.59,846.82
347.83,351.36,599.86
350.21,348.45,724.81
352.59,345.54,849.75
99.056,226.58,99.168
97.768,228.3,224.15
96.48,230.01,349.12
97.847,351.57,97.441
96.559,353.28,222.42
95.271,355,347.4
96.639,476.55,95.715
95.351,478.27,220.69
