27,125,0
191.3,191.86,190.38
0,0,0
98.873,101.06,98.992
98.362,98.254,223.96
97.852,95.453,348.93
101.4,226,101.8
100.89,223.2,226.77
100.38,220.4,351.74
103.93,350.94,104.61
103.42,348.14,229.58
102.91,345.34,354.55
223.85,98.519,99.446
223.34,95.718,224.42
222.82,92.916,349.38
226.37,223.46,102.26
225.86,220.66,227.23
225.35,217.86,352.19
228.9,348.41,105.07
228.39,345.61,230.04
227.88,342.8,355.01
348.82,95.982,99.9
348.31,93.181,224.87
347.8,90.38,349.84
351.35,220.93,102.71
350.84,218.12,227.68
350.33,215.32,352.65
353.87,345.87,105.52
353.36,343.07,230.49
352.85,340.27,355.46
100.1,99.733,226.75
102.34,102.65,351.69
104.57,105.57,476.64
97.69,224.68,223.87
99.925,227.59,348.82
102.16,230.51,473.77
95.28,349.62,221
97.515,352.54,345.95
99.75,355.45,470.89
225.06,102.09,224.46
227.29,105.01,349.4
229.53,107.93,474.35
222.65,227.03,221.58
224.88,229.95,346.53
227.12,232.87,471.47
220.24,351.98,218.71
222.47,354.89,343.66
224.71,357.81,468.6
350.01,104.45,222.16
352.25,107.36,347.11
354.48,110.28,472.06
347.6,229.39,219.29
349.84,232.31,344.24
352.07,235.23,469.18
345.19,354.33,216.42
347.43,357.25,341.36
349.66,360.17,466.31
100.04,98.028,349.53
97.45,95.886,474.48
94.86,93.745,599.44
103.33,222.96,351.74
100.74,220.82,476.69
98.15,218.68,601.65
106.62,347.9,353.95
104.03,345.76,478.9
101.44,343.62,603.86
224.97,94.694,352.07
222.38,92.553,477.02
219.79,90.411,601.97
228.26,219.63,354.28
225.67,217.49,479.23
223.08,215.35,604.18
231.55,344.57,356.49
228.96,342.43,481.44
226.37,340.28,606.39
349.9,91.36,354.6
347.31,89.219,479.55
344.72,87.078,604.5
353.19,216.3,356.81
350.6,214.16,481.76
348.01,212.01,606.71
356.48,341.23,359.02
353.89,339.09,483.97
351.3,336.95,608.92
99.74,98.19,476.05
97.509,100.78,601
95.278,103.36,725.96
101.26,223.16,473.49
99.025,225.74,598.44
96.794,228.33,723.4
102.77,348.12,470.93
100.54,350.71,595.89
98.31,353.29,720.84
224.71,96.72,478.31
222.48,99.305,603.26
220.25,101.89,728.22
226.23,221.69,475.75
224,224.27,600.71
221.77,226.86,725.66
227.74,346.65,473.19
225.51,349.24,598.15
223.28,351.82,723.1
349.68,95.25,480.57
347.45,97.835,605.53
345.22,100.42,730.48
351.2,220.21,478.01
348.97,222.8,602.97
346.74,225.38,727.92
352.71,345.18,475.46
350.48,347.76,600.41
348.25,350.35,725.36
99.54,98.76,599.3
98.36,98.48,724.29
97.18,98.2,849.29
98,223.75,599.56
96.82,223.47,724.56
95.64,223.19,849.55
96.46,348.74,599.83
95.28,348.46,724.82
94.1,348.18,849.81
224.53,100.3,600.48
223.34,100.02,725.47
222.16,99.735,850.47
222.99,225.29,600.74
221.81,225.01,725.74
220.62,224.73,850.73
