27,125,0
195.42,197.53,190.03
0,0,0
101.98,100.33,100.68
98.881,100.27,225.64
95.783,100.21,350.6
98.849,225.29,100.66
95.751,225.23,225.62
92.653,225.18,350.58
95.719,350.25,100.63
92.621,350.19,225.59
89.524,350.14,350.56
226.9,103.45,103.78
223.8,103.4,228.74
220.7,103.34,353.7
223.77,228.41,103.76
220.67,228.36,228.72
217.57,228.3,353.68
220.64,353.37,103.73
217.54,353.32,228.69
214.44,353.26,353.66
351.82,106.58,106.88
348.72,106.52,231.84
345.62,106.46,356.8
348.69,231.54,106.86
345.59,231.48,231.82
342.49,231.42,356.78
345.56,356.5,106.83
342.46,356.44,231.79
339.36,356.39,356.75
99.702,101.64,224.21
103.2,100.09,349.15
106.7,98.525,474.09
97.707,226.62,225.82
101.21,225.06,350.76
104.71,223.5,475.7
95.711,351.6,227.44
99.212,350.04,352.37
102.71,348.48,477.31
224.64,103.68,220.74
228.14,102.12,345.67
231.64,100.56,470.61
222.64,228.66,222.35
226.14,227.1,347.29
229.64,225.54,472.23
220.65,353.64,223.96
224.15,352.08,348.9
227.65,350.52,473.84
349.57,105.71,217.26
353.07,104.15,342.2
356.57,102.59,467.14
347.58,230.69,218.88
351.08,229.13,343.82
354.58,227.57,468.76
345.58,355.67,220.49
349.08,354.11,345.43
352.58,352.55,470.37
101.72,98.613,348.74
103.84,95.814,473.69
105.97,93.014,598.64
104.36,223.55,351.49
106.48,220.75,476.44
108.61,217.95,601.39
106.99,348.5,354.25
109.12,345.7,479.2
111.25,342.9,604.14
226.67,96.019,346.56
228.8,93.219,471.5
230.93,90.419,596.45
229.31,220.96,349.31
231.44,218.16,474.26
233.57,215.36,599.21
231.95,345.9,352.06
234.08,343.1,477.01
236.2,340.3,601.96
351.63,93.424,344.37
353.76,90.625,469.32
355.88,87.825,594.27
354.27,218.37,347.13
356.4,215.57,472.08
358.52,212.77,597.03
356.91,343.31,349.88
359.04,340.51,474.83
361.16,337.71,599.78
98.566,99.301,473.17
95.46,95.88,598.09
92.354,92.459,723.01
97.537,224.25,476.57
94.431,220.83,601.49
91.324,217.41,726.41
96.508,349.2,479.97
93.402,345.78,604.89
90.295,342.36,729.81
223.52,100.25,476.3
220.42,96.828,601.22
217.31,93.407,726.14
222.49,225.2,479.7
219.39,221.78,604.62
216.28,218.36,729.53
221.47,350.15,483.1
218.36,346.73,608.02
215.25,343.31,732.93
348.48,101.2,479.43
345.38,97.775,604.35
342.27,94.354,729.26
347.45,226.15,482.83
344.35,222.72,607.75
341.24,219.3,732.66
346.42,351.09,486.23
343.32,347.67,611.14
340.21,344.25,736.06
100.02,100.93,600.12
102.13,103.21,725.08
104.23,105.49,850.04
102.18,225.89,597.8
104.28,228.17,722.76
106.39,230.45,847.72
104.33,350.85,595.49
106.43,353.13,720.45
108.54,355.41,845.41
224.98,98.74,598.05
227.09,101.02,723.01
229.2,103.3,847.97
227.14,223.7,595.74
229.24,225.98,720.69
231.35,228.26,845.65
229.29,348.66,593.42
231.4,350.94,718.38
